Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount ,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
2219,35,Female,Socks,Clothing,42,Connecticut,M,Maroon,Fall,3.4,No,Store Pickup,No,26,Debit Card,Every 3 Months
2220,33,Female,Headphones,Accessories,464,Los Angeles,L,Blue,Autumn,2,No,Express,Yes,34,Credit Card,Monthly
2221,46,Female,Headphones,Electronics,0,Chicago,,Black,Spring,,Yes,Standard,No,31,Debit Card,Weekly
2222,35,Female,Handbag,Accessories,48,Colorado,M,Red,Spring,4.3,No,Store Pickup,No,16,Venmo,Every 3 Months
2223,49,Male,Boots,Footwear,79,Kansas,L,Green,Summer,4.2,No,Standard,No,7,Credit Card,Monthly
2224,50,Male,Sneakers,Footwear,77,Iowa,L,Teal,Fall,3.2,Yes,Express,Yes,43,Debit Card,Every 3 Months
2225,18,Female,Shorts,Clothing,65,Alaska,XL,Brown,Spring,3.5,No,Express,No,5,Venmo,Weekly
2226,36,Female,Boots,Footwear,52,California,M,Brown,Winter,3,No,Free Shipping,No,49,PayPal,Monthly
2227,27,Male,Scarf,Accessories,67,Montana,L,Peach,Summer,,No,2-Day Shipping,Yes,41,Bank Transfer,Every 3 Months
2228,31,Other,Laptop,Accessories,0,New York,S,Blue,Winter,,Yes,Express,No,23,PayPal,Quarterly
2229,30,Female,Jewelry,Accessories,77,Mississippi,M,Gray,Winter,4.9,No,2-Day Shipping,No,44,Credit Card,Monthly
2230,42,Male,Boots,Footwear,29,Iowa,M,Olive,Fall,4.9,Yes,Standard,Yes,18,Venmo,Annually
2231,59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,No,Next Day Air,No,22,Bank Transfer,Quarterly
2232,65,Other,Headphones,Clothing,586,Chicago,L,White,Spring,3,No,Express,Yes,5,Debit Card,Monthly
2233,68,Male,Handbag,Accessories,52,Kentucky,XL,Black,Spring,3.7,No,Express,Yes,14,Debit Card,Every 3 Months
2234,21,Male,Jewelry,Accessories,98,Minnesota,L,Silver,Winter,4.2,No,Express,No,23,Cash,Weekly
2235,59,Male,T-shirt,Clothing,84,Missouri,L,Orange,Winter,3.7,No,Express,Yes,45,Bank Transfer,Every 3 Months
2236,46,Male,Gloves,Accessories,58,Idaho,L,Yellow,Spring,3.9,No,Express,Yes,14,PayPal,Fortnightly
2237,59,Male,Sweater,Clothing,32,Illinois,M,Teal,Summer,3.1,No,Standard,Yes,46,Venmo,Fortnightly
2238,51,Male,Phone,Electronics,751,Houston,,Red,Autumn,,No,Express,No,35,Debit Card,Monthly
2239,37,Other,Bag,Accessories,0,New York,M,Black,Summer,3,Yes,Standard,Yes,,Credit Card,Monthly
2240,20,Male,Dress,Clothing,44,Missouri,M,Yellow,Fall,4.3,No,Store Pickup,No,32,Debit Card,Weekly
2241,64,Female,Jacket,Outerwear,57,Wyoming,M,Yellow,Spring,4.9,No,Standard,No,49,Credit Card,Monthly
2242,62,Male,Dress,Clothing,23,Arkansas,M,Lavender,Spring,3.9,No,Express,Yes,40,Cash,Quarterly
2243,65,Female,Shorts,Clothing,94,New York,L,Green,Fall,2.9,No,Store Pickup,No,13,PayPal,Annually
2244,26,Female,Blouse,Clothing,84,Kentucky,M,Peach,Spring,5,No,Store Pickup,No,36,PayPal,Fortnightly
2245,18,Male,Socks,Clothing,41,New York,L,Lavender,Winter,2.5,No,Store Pickup,Yes,20,Cash,Every 3 Months
2246,65,Male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,4.1,Yes,Standard,Yes,20,Cash,Annually
2247,33,Male,Socks,Clothing,100,New Hampshire,M,Peach,Winter,2.7,No,Store Pickup,Yes,39,Credit Card,Monthly
2248,39,Male,Backpack,Accessories,69,New Hampshire,XL,Beige,Fall,3,Yes,Store Pickup,Yes,19,Bank Transfer,Weekly
2249,68,Male,Hoodie,Clothing,88,New Mexico,M,Orange,Spring,4.1,No,2-Day Shipping,No,41,Venmo,Quarterly
2250,23,Female,Laptop,Electronics,110,Houston,,Black,Summer,,Yes,Standard,No,,PayPal,Weekly
2251,35,Female,Watch,Electronics,0,Los Angeles,,Green,Spring,3,Yes,Express,Yes,24,Cash,Monthly
2252,33,Female,Blouse,Clothing,67,Idaho,L,Black,Fall,3.9,No,Free Shipping,No,40,Venmo,Every 3 Months
2253,31,Female,Skirt,Clothing,34,Washington,M,White,Spring,3.6,No,Express,No,46,PayPal,Weekly
2254,60,Female,Jacket,Outerwear,92,Illinois,M,Gray,Winter,4.3,No,Free Shipping,No,47,Bank Transfer,Fortnightly
2255,42,Male,Shirt,Electronics,358,Phoenix,,Green,Winter,,No,Standard,Yes,0,Cash,Monthly
2256,33,Female,Sunglasses,Accessories,32,Colorado,M,Charcoal,Fall,2.7,No,2-Day Shipping,No,30,Cash,Monthly
2257,29,Male,Blouse,Clothing,67,North Dakota,XL,Olive,Spring,2.9,No,Express,No,11,PayPal,Fortnightly
2258,28,Male,Hat,Accessories,67,Kentucky,L,Charcoal,Spring,4.5,Yes,Next Day Air,Yes,7,Cash,Monthly
2259,38,Male,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,22,Debit Card,Bi-Weekly
2260,51,Male,Skirt,Clothing,64,Arkansas,M,Blue,Summer,3.1,No,Store Pickup,Yes,47,PayPal,Annually
2261,24,Female,Jacket,Outerwear,98,Virginia,L,Turquoise,Spring,3,No,Free Shipping,No,16,Venmo,Annually
2262,63,Male,Scarf,Accessories,96,Tennessee,M,Brown,Summer,4.1,No,Store Pickup,No,50,Cash,Weekly
2263,62,Male,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,2.7,No,2-Day Shipping,No,21,PayPal,Weekly
2264,51,Male,Sandals,Footwear,60,Michigan,S,Black,Fall,3.5,No,Free Shipping,Yes,12,Venmo,Every 3 Months
2265,56,Other,Bag,Electronics,752,Phoenix,,Black,Summer,1,No,Express,Yes,14,Cash,Quarterly
2266,62,Female,Jewelry,Accessories,73,Montana,M,Red,Summer,4.1,No,Standard,No,47,Cash,Fortnightly
2267,66,Female,Sandals,Footwear,29,Connecticut,M,Peach,Spring,3.9,No,Free Shipping,No,14,Venmo,Quarterly
2268,63,Female,Hoodie,Clothing,38,Louisiana,L,Black,Fall,2.6,No,Standard,No,16,Venmo,Weekly
2269,63,Male,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,4.1,No,Express,No,28,Credit Card,Monthly
2270,38,Female,Gloves,Accessories,65,North Carolina,M,Red,Spring,3.6,No,2-Day Shipping,No,47,Debit Card,Quarterly
2271,29,Female,Hat,Accessories,52,Florida,L,Blue,Summer,4,No,Express,No,18,Bank Transfer,Annually
2272,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Free Shipping,Yes,4,Debit Card,Quarterly
2273,39,Female,Belt,Accessories,54,Delaware,M,Silver,Winter,3.3,No,Next Day Air,No,48,Cash,Every 3 Months
2274,22,Other,Shoes,Accessories,0,Chicago,L,Green,Spring,,No,Standard,Yes,7,Cash,Monthly
2275,27,Male,Bag,Electronics,0,Chicago,,White,Autumn,,Yes,Standard,Yes,36,PayPal,Quarterly
2276,57,Male,Boots,Footwear,21,Montana,L,Violet,Spring,3,No,Next Day Air,No,16,PayPal,Bi-Weekly
2277,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,29,Venmo,Monthly
2278,48,Female,Handbag,Accessories,55,Connecticut,M,Violet,Spring,3.6,No,Standard,No,14,Debit Card,Weekly
2279,38,Other,Shoes,Accessories,0,Houston,S,Red,Autumn,2,Yes,Standard,Yes,11,PayPal,Weekly
2280,43,Male,Pants,Clothing,71,Louisiana,M,Violet,Winter,4.7,Yes,Express,Yes,19,Credit Card,Quarterly
2281,62,Female,Handbag,Accessories,66,Illinois,L,Pink,Summer,4.8,No,2-Day Shipping,No,20,Venmo,Quarterly
2282,38,Female,Scarf,Accessories,67,Maine,L,Gray,Summer,4.5,No,Free Shipping,No,33,PayPal,Annually
2283,27,Female,Sweater,Clothing,71,Maine,M,Teal,Spring,3.2,No,Free Shipping,No,29,Credit Card,Every 3 Months
2284,47,Male,Bag,Clothing,0,New York,XL,Blue,Winter,3,No,Standard,Yes,,Cash,Quarterly
2285,38,Other,Headphones,Accessories,918,Houston,L,White,Summer,4,Yes,Standard,Yes,,Cash,Monthly
2286,47,Male,Sunglasses,Accessories,93,New York,M,Red,Summer,2.8,No,Standard,No,25,Bank Transfer,Fortnightly
2287,67,Male,Watch,Clothing,0,Houston,XL,Blue,Autumn,1,No,Express,No,50,Cash,Monthly
2288,28,Female,Scarf,Accessories,69,Alaska,XL,White,Fall,2.7,No,Free Shipping,No,42,Debit Card,Quarterly
2289,58,Female,Sneakers,Footwear,27,North Carolina,XL,Gray,Spring,4.6,No,Standard,No,11,Venmo,Weekly
2290,24,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Store Pickup,No,44,PayPal,Every 3 Months
2291,48,Male,Jeans,Clothing,29,South Dakota,S,Teal,Spring,2.8,No,Express,Yes,16,Cash,Bi-Weekly
2292,23,Other,Laptop,Accessories,0,Houston,S,Black,Winter,3,No,Standard,Yes,,Cash,Quarterly
2293,35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Yes,Free Shipping,Yes,48,Venmo,Annually
2294,64,Male,Scarf,Accessories,85,Utah,M,Blue,Summer,2.7,Yes,Free Shipping,Yes,21,Credit Card,Annually
2295,55,Male,Shoes,Footwear,86,Virginia,S,Blue,Spring,3.4,Yes,Free Shipping,Yes,12,Venmo,Annually
2296,58,Male,Sunglasses,Accessories,93,Idaho,L,Peach,Fall,4.2,No,Free Shipping,Yes,48,PayPal,Annually
2297,25,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,Yes,Free Shipping,Yes,49,Cash,Quarterly
2298,39,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.9,No,Standard,No,25,Debit Card,Quarterly
2299,51,Female,Shorts,Clothing,89,North Carolina,L,Charcoal,Winter,4.9,No,Standard,No,6,PayPal,Weekly
2300,34,Male,Boots,Footwear,29,South Dakota,L,Blue,Winter,3.3,No,Store Pickup,No,14,Venmo,Quarterly
2301,27,Female,Sandals,Footwear,77,Illinois,S,Gray,Fall,4.9,No,Store Pickup,No,46,Bank Transfer,Annually
2302,57,Male,Gloves,Accessories,66,California,M,Turquoise,Summer,5,No,Free Shipping,No,35,Venmo,Annually
2303,60,Male,Bag,Clothing,476,Houston,M,Black,Spring,4,No,Standard,No,2,Cash,Monthly
2304,59,Male,Sweater,Clothing,64,New York,L,Maroon,Summer,4.6,No,Free Shipping,Yes,21,Debit Card,Bi-Weekly
2305,24,Female,Shirt,Clothing,0,Chicago,L,Red,Autumn,,No,Standard,Yes,,Debit Card,Monthly
2306,57,Male,Shorts,Clothing,62,Arizona,XL,Yellow,Spring,4.7,No,Standard,No,27,Cash,Fortnightly
2307,27,Male,Gloves,Accessories,78,Florida,L,Silver,Winter,3.4,No,Standard,No,8,Cash,Bi-Weekly
2308,37,Male,Sunglasses,Accessories,87,North Dakota,M,Brown,Spring,3,No,Standard,No,25,Venmo,Fortnightly
2309,61,Female,Dress,Clothing,75,Delaware,M,White,Fall,3.6,No,2-Day Shipping,No,12,Debit Card,Bi-Weekly
2310,31,Male,Backpack,Accessories,90,South Dakota,S,Orange,Summer,4.9,No,Store Pickup,Yes,8,Credit Card,Annually
2311,46,Male,Skirt,Clothing,47,Idaho,L,Pink,Spring,4.1,No,Standard,No,17,PayPal,Every 3 Months
2312,19,Male,Shirt,Clothing,94,Washington,XL,Gold,Fall,5,No,Express,No,31,PayPal,Monthly
2313,35,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Express,Yes,43,PayPal,Monthly
2314,28,Male,Hoodie,Clothing,61,Texas,L,Cyan,Fall,3,No,Standard,Yes,31,Cash,Bi-Weekly
2315,64,Male,Gloves,Accessories,99,North Carolina,M,Charcoal,Fall,3.5,No,Next Day Air,Yes,45,Bank Transfer,Fortnightly
2316,62,Female,Coat,Outerwear,60,Connecticut,L,Pink,Fall,4,No,Next Day Air,No,10,Cash,Annually
2317,52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Store Pickup,No,36,Debit Card,Every 3 Months
2318,28,Female,Shoes,Accessories,0,New York,L,Red,Winter,2,No,Express,Yes,,PayPal,Monthly
2319,43,Male,Bag,Clothing,95,New York,M,Blue,Summer,,Yes,Standard,Yes,50,Credit Card,Monthly
2320,41,Female,Handbag,Accessories,74,West Virginia,S,Orange,Winter,3.8,No,Store Pickup,No,3,Bank Transfer,Fortnightly
2321,31,Male,Hoodie,Clothing,22,Utah,M,Olive,Winter,4,No,Free Shipping,Yes,25,Bank Transfer,Weekly
2322,49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Store Pickup,No,39,PayPal,Every 3 Months
2323,30,Male,Shoes,Footwear,86,Illinois,L,Green,Winter,2.9,No,Standard,Yes,48,Venmo,Quarterly
2324,45,Female,Jeans,Clothing,51,Louisiana,M,Gold,Spring,2.7,No,Free Shipping,No,5,Cash,Weekly
2325,67,Female,Blouse,Clothing,72,Texas,L,Indigo,Winter,3.2,No,Free Shipping,No,28,Debit Card,Weekly
2326,41,Male,Gloves,Accessories,65,Missouri,L,Blue,Summer,3.3,No,Free Shipping,Yes,50,PayPal,Annually
2327,54,Male,Sneakers,Footwear,56,California,XL,Black,Spring,3.3,No,2-Day Shipping,Yes,2,Credit Card,Bi-Weekly
2328,41,Male,Jacket,Outerwear,60,Virginia,M,Red,Fall,2.7,No,Standard,No,11,Debit Card,Every 3 Months
2329,23,Female,Dress,Clothing,97,Louisiana,XL,Teal,Winter,4.7,No,Standard,No,32,Debit Card,Annually
2330,36,Male,Shoes,Footwear,99,Rhode Island,L,Silver,Winter,4.8,Yes,Express,Yes,24,PayPal,Monthly
2331,25,Male,Jewelry,Accessories,48,Louisiana,L,Red,Fall,,Yes,Free Shipping,Yes,12,Debit Card,Annually
2332,65,Male,Shirt,Accessories,1273,Chicago,L,White,Spring,,No,Express,Yes,,Debit Card,Monthly
2333,56,Female,Jewelry,Accessories,39,Georgia,M,Brown,Summer,4.2,No,Free Shipping,No,36,Debit Card,Annually
2334,29,Female,Watch,Electronics,0,Los Angeles,,Black,Spring,4,No,Standard,No,,Debit Card,Weekly
2335,45,Other,Bag,Accessories,0,Chicago,L,Black,Winter,,Yes,Standard,No,30,PayPal,Weekly
2336,42,Male,Sandals,Footwear,94,Washington,M,Gold,Winter,4.1,Yes,2-Day Shipping,Yes,21,Cash,Fortnightly
2337,54,Male,Belt,Accessories,70,Nevada,L,Red,Spring,3.5,Yes,2-Day Shipping,Yes,19,Bank Transfer,Every 3 Months
2338,68,Other,Bag,Accessories,0,Phoenix,L,Green,Autumn,5,No,Express,Yes,,PayPal,Quarterly
2339,23,Male,Coat,Outerwear,32,Missouri,L,Black,Summer,3.1,No,Express,Yes,43,PayPal,Annually
2340,49,Male,Shoes,Footwear,76,Massachusetts,M,Gold,Fall,4.8,No,Next Day Air,No,38,Cash,Annually
2341,43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,25,Debit Card,Annually
2342,55,Male,Watch,Clothing,187,Phoenix,M,Red,Summer,1,No,Express,Yes,,Credit Card,Monthly
2343,40,Male,Sandals,Footwear,47,Connecticut,L,Peach,Fall,2.9,No,2-Day Shipping,No,23,Debit Card,Fortnightly
2344,23,Male,Sneakers,Footwear,90,California,XL,Indigo,Spring,3.1,No,2-Day Shipping,No,5,Debit Card,Bi-Weekly
2345,46,Other,Bag,Accessories,1233,Houston,S,Blue,Spring,,No,Express,Yes,8,Credit Card,Monthly
2346,57,Other,Laptop,Electronics,0,Houston,,White,Summer,5,Yes,Express,No,18,Debit Card,Weekly
2347,36,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,43,Venmo,Bi-Weekly
2348,23,Male,Handbag,Accessories,74,Connecticut,M,Beige,Spring,4.1,No,Next Day Air,No,32,Cash,Quarterly
2349,62,Female,Jacket,Outerwear,31,Vermont,L,Red,Winter,3,No,Standard,No,1,Debit Card,Annually
2350,56,Female,Shirt,Clothing,49,Idaho,L,Turquoise,Winter,2.8,No,Next Day Air,No,9,Venmo,Monthly
2351,28,Female,Watch,Electronics,766,Los Angeles,,Red,Autumn,,Yes,Express,Yes,,Credit Card,Monthly
2352,36,Female,Socks,Clothing,85,North Dakota,L,Magenta,Fall,3.3,No,Store Pickup,No,12,Cash,Annually
2353,41,Male,Bag,Electronics,0,Chicago,,Red,Autumn,4,No,Express,Yes,,Debit Card,Monthly
2354,39,Female,Blouse,Clothing,45,Montana,M,Brown,Fall,4,No,Free Shipping,No,24,Debit Card,Annually
2355,63,Male,Shorts,Clothing,52,Oklahoma,S,Orange,Fall,3.1,No,2-Day Shipping,Yes,37,PayPal,Monthly
2356,22,Male,Belt,Accessories,29,Alabama,M,Magenta,Fall,4.2,Yes,Express,Yes,32,Debit Card,Every 3 Months
2357,70,Other,Bag,Accessories,0,Los Angeles,S,Black,Winter,3,Yes,Standard,No,10,Credit Card,Quarterly
2358,57,Male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,Store Pickup,Yes,39,Credit Card,Quarterly
2359,30,Female,Coat,Outerwear,97,Nebraska,M,Silver,Summer,2.8,No,Express,No,28,Cash,Fortnightly
2360,57,Male,Sunglasses,Accessories,43,Arizona,XL,Yellow,Summer,3.4,No,2-Day Shipping,Yes,11,Bank Transfer,Monthly
2361,39,Female,Watch,Clothing,615,Los Angeles,M,Black,Autumn,,Yes,Express,Yes,,Debit Card,Quarterly
2362,59,Male,Bag,Clothing,0,Los Angeles,XL,White,Autumn,,Yes,Standard,No,,Cash,Monthly
2363,22,Male,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,Yes,Store Pickup,Yes,35,Credit Card,Weekly
2364,25,Male,Hat,Accessories,80,Illinois,L,Brown,Spring,,No,Standard,Yes,49,Venmo,Monthly
2365,67,Other,Shoes,Clothing,617,Houston,L,Black,Winter,3,No,Express,Yes,0,Debit Card,Quarterly
2366,18,Female,Scarf,Accessories,36,Pennsylvania,S,Green,Winter,4,No,Store Pickup,No,1,Cash,Monthly
2367,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,45,Debit Card,Fortnightly
2368,21,Male,Coat,Outerwear,64,West Virginia,M,White,Summer,4.4,Yes,Store Pickup,Yes,17,Debit Card,Fortnightly
2369,23,Female,Sandals,Footwear,28,Kentucky,L,Blue,Winter,2.8,No,Express,No,12,Cash,Bi-Weekly
2370,50,Female,Coat,Outerwear,66,Montana,L,Gray,Spring,3.7,No,Store Pickup,No,1,Venmo,Weekly
2371,46,Female,Shirt,Clothing,93,Nebraska,L,Green,Summer,2.6,No,Express,No,2,Debit Card,Weekly
2372,68,Male,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,Yes,Free Shipping,Yes,38,PayPal,Weekly
2373,46,Male,Scarf,Accessories,26,New York,L,Teal,Spring,3,Yes,Store Pickup,Yes,21,Credit Card,Bi-Weekly
2374,33,Male,Coat,Outerwear,80,New Hampshire,L,Gray,Spring,3.9,No,Express,No,45,Cash,Every 3 Months
2375,66,Female,Headphones,Clothing,1342,New York,L,Black,Summer,,No,Standard,Yes,11,Credit Card,Monthly
2376,47,Female,Dress,Clothing,71,Arizona,L,Maroon,Summer,4.4,No,Store Pickup,No,5,PayPal,Annually
2377,38,Female,Skirt,Clothing,86,Pennsylvania,L,Purple,Spring,3.7,No,Free Shipping,No,27,PayPal,Monthly
2378,55,Male,Jewelry,Accessories,54,Montana,M,Charcoal,Winter,4.5,Yes,Free Shipping,Yes,36,Cash,Weekly
2379,51,Male,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,50,PayPal,Monthly
2380,32,Female,Laptop,Accessories,1171,New York,L,Black,Autumn,,No,Standard,Yes,49,Debit Card,Weekly
2381,69,Male,Pants,Clothing,21,Wisconsin,L,Charcoal,Fall,3.3,No,Next Day Air,No,10,Bank Transfer,Every 3 Months
2382,19,Female,Jacket,Outerwear,44,Utah,M,Yellow,Winter,3.9,No,2-Day Shipping,No,15,PayPal,Annually
2383,30,Male,Hoodie,Clothing,45,Arkansas,M,Gold,Winter,2.7,No,Free Shipping,No,49,Cash,Every 3 Months
2384,50,Male,Coat,Outerwear,79,Montana,M,Olive,Fall,5,Yes,2-Day Shipping,Yes,39,Credit Card,Quarterly
2385,58,Male,Boots,Footwear,62,California,M,Violet,Spring,2.7,No,Next Day Air,No,17,Debit Card,Bi-Weekly
2386,25,Male,Sunglasses,Accessories,92,Mississippi,S,Lavender,Summer,3.7,No,Standard,No,10,PayPal,Weekly
2387,32,Male,Shirt,Electronics,541,New York,,Black,Spring,1,No,Express,No,,Credit Card,Monthly
2388,36,Male,Belt,Accessories,56,Indiana,L,Olive,Winter,5,No,Next Day Air,Yes,5,Bank Transfer,Every 3 Months
2389,47,Male,Sunglasses,Accessories,67,Indiana,M,Cyan,Summer,4.3,Yes,Next Day Air,Yes,15,Credit Card,Weekly
2390,50,Female,T-shirt,Clothing,22,Ohio,L,Brown,Winter,4.3,No,Next Day Air,No,43,Venmo,Bi-Weekly
2391,54,Female,Handbag,Accessories,78,North Dakota,M,Yellow,Winter,3.8,No,Free Shipping,No,4,Credit Card,Monthly
2392,29,Female,Pants,Clothing,37,Tennessee,XL,Black,Winter,5,No,Next Day Air,No,5,PayPal,Quarterly
2393,59,Male,Pants,Clothing,63,North Carolina,M,Gold,Summer,3.3,No,Standard,No,37,Bank Transfer,Weekly
2394,28,Male,Belt,Accessories,41,Hawaii,L,Red,Spring,2.5,No,Next Day Air,Yes,39,Cash,Monthly
2395,69,Male,Blouse,Clothing,47,Connecticut,M,Cyan,Winter,4.7,No,Standard,No,30,Cash,Every 3 Months
2396,67,Female,Laptop,Accessories,1259,Chicago,L,White,Winter,4,No,Express,No,,Credit Card,Quarterly
2397,69,Male,Hoodie,Clothing,79,Massachusetts,M,Silver,Winter,3.5,Yes,Express,Yes,16,Cash,Weekly
2398,31,Male,Handbag,Accessories,46,Massachusetts,L,Green,Winter,3.4,Yes,2-Day Shipping,Yes,26,PayPal,Every 3 Months
2399,63,Male,Gloves,Accessories,57,Maine,M,White,Fall,4.8,Yes,Express,Yes,37,Venmo,Annually
2400,64,Male,Shorts,Clothing,48,Utah,S,Lavender,Winter,2.7,No,Standard,Yes,18,Cash,Bi-Weekly
2401,27,Male,Headphones,Accessories,139,Phoenix,L,Black,Autumn,,Yes,Standard,No,4,PayPal,Weekly
2402,33,Male,Scarf,Accessories,58,Washington,M,Silver,Spring,2.7,No,Next Day Air,No,13,Venmo,Every 3 Months
2403,52,Male,Handbag,Accessories,99,California,M,Olive,Spring,3.5,No,Standard,Yes,38,Bank Transfer,Fortnightly
2404,43,Female,Sandals,Footwear,66,North Carolina,S,Blue,Spring,3.1,No,Store Pickup,No,31,Cash,Bi-Weekly
2405,66,Male,T-shirt,Clothing,85,Texas,L,Turquoise,Fall,4.6,No,Free Shipping,No,17,Bank Transfer,Weekly
2406,67,Male,Backpack,Accessories,96,Hawaii,M,Charcoal,Winter,4.2,No,Express,Yes,39,PayPal,Fortnightly
2407,45,Female,Shorts,Clothing,32,South Dakota,L,Teal,Spring,4,No,2-Day Shipping,No,18,Venmo,Monthly
2408,30,Male,Hat,Accessories,96,Oregon,M,White,Spring,4.9,No,2-Day Shipping,No,50,Credit Card,Quarterly
2409,66,Male,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,Yes,2-Day Shipping,Yes,39,Bank Transfer,Every 3 Months
2410,40,Male,Hat,Accessories,45,Iowa,M,Silver,Fall,4.4,No,Standard,No,20,PayPal,Fortnightly
2411,59,Male,Sunglasses,Accessories,32,Oklahoma,M,Olive,Summer,4.4,Yes,Standard,Yes,6,Debit Card,Quarterly
2412,32,Male,Socks,Clothing,75,Alaska,L,Brown,Winter,4.3,No,Free Shipping,No,45,Cash,Monthly
2413,32,Male,Gloves,Accessories,49,Kentucky,S,Blue,Spring,3.8,No,Express,No,37,Venmo,Weekly
2414,40,Male,Backpack,Accessories,61,Arizona,M,Silver,Spring,3.8,No,Next Day Air,Yes,33,PayPal,Bi-Weekly
2415,36,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,15,Cash,Annually
2416,45,Female,T-shirt,Clothing,85,Maryland,XL,White,Summer,4.2,No,Express,No,47,Bank Transfer,Every 3 Months
2417,67,Female,Watch,Clothing,0,Chicago,S,Green,Summer,4,No,Standard,Yes,,Cash,Weekly
2418,68,Male,Shirt,Accessories,0,Phoenix,S,Blue,Summer,1,Yes,Standard,No,49,PayPal,Quarterly
2419,60,Female,Phone,Accessories,1247,Houston,S,White,Winter,,No,Express,Yes,20,PayPal,Quarterly
2420,31,Male,Coat,Outerwear,42,Florida,M,Brown,Fall,2.9,No,Next Day Air,No,32,Bank Transfer,Bi-Weekly
2421,28,Female,Blouse,Clothing,87,Washington,M,White,Summer,4.2,No,Store Pickup,No,47,Bank Transfer,Bi-Weekly
2422,28,Female,T-shirt,Clothing,72,Mississippi,M,Magenta,Fall,4.6,No,Standard,No,18,PayPal,Fortnightly
2423,68,Female,Hoodie,Clothing,37,Ohio,L,Green,Fall,3.8,No,Express,No,21,PayPal,Annually
2424,50,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,No,Standard,No,20,Debit Card,Weekly
2425,45,Male,Hoodie,Clothing,76,North Carolina,XL,Teal,Spring,3.1,Yes,Next Day Air,Yes,5,Credit Card,Bi-Weekly
2426,46,Male,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,No,Express,No,49,Debit Card,Monthly
2427,34,Male,Backpack,Accessories,38,Georgia,S,Peach,Fall,5,Yes,Free Shipping,Yes,16,Cash,Quarterly
2428,70,Female,Watch,Electronics,384,Chicago,,Blue,Winter,5,Yes,Standard,Yes,8,Debit Card,Monthly
2429,57,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Express,No,33,Venmo,Annually
2430,39,Male,Shorts,Clothing,98,Missouri,M,Yellow,Summer,4.6,No,Store Pickup,No,9,Cash,Fortnightly
2431,51,Male,Handbag,Accessories,40,Oklahoma,L,Brown,Winter,3.4,No,2-Day Shipping,Yes,24,Bank Transfer,Every 3 Months
2432,59,Male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,2-Day Shipping,Yes,29,Cash,Quarterly
2433,53,Male,Sandals,Footwear,66,Arkansas,L,Red,Fall,3.8,No,Next Day Air,No,48,Venmo,Bi-Weekly
2434,42,Female,Shirt,Clothing,763,Phoenix,L,Black,Autumn,,No,Standard,No,,Credit Card,Monthly
2435,23,Male,Bag,Electronics,0,Chicago,,White,Spring,1,Yes,Express,No,,Debit Card,Weekly
2436,50,Male,Sandals,Footwear,31,Colorado,M,Beige,Winter,3,No,Next Day Air,No,27,Debit Card,Fortnightly
2437,53,Male,Scarf,Accessories,98,Missouri,S,Red,Fall,3.1,No,Next Day Air,No,38,PayPal,Quarterly
2438,62,Female,Hat,Accessories,89,Louisiana,L,Pink,Winter,2.9,No,Store Pickup,No,4,Bank Transfer,Quarterly
2439,35,Female,Jewelry,Accessories,79,Georgia,M,Red,Fall,2.8,No,Store Pickup,No,29,PayPal,Quarterly
